RAW:Pc,RAW:Pc + m,RAW:Ph,RAW:Ph + m,RAW:Pc',dMeasure,drMeasure,Pc,PcPlusM,HpPlusM,Ph,Yvalue
-82.907,-82.857,-82.982,-82.89,-82.977,-0.07000000000000739,1.0008443195387604,-82.907,-82.8745,-83.017,-82.94250000000001,1.0004281906232286
-82.918,-82.853,-82.889,-82.91,-82.902,0.016000000000005343,0.9998070382787814,-82.918,-82.84899999999999,-82.881,-82.898,0.9997587978484767
-82.88,-83.007,-82.864,-82.968,-82.89,-0.010000000000005116,1.0001206563706564,-82.88,-83.0095,-82.869,-82.97550000000001,1.0011522683397684
-82.874,-82.855,-82.934,-82.913,-83.013,-0.13900000000001,1.0016772449742986,-82.874,-82.88975,-83.0035,-83.01725,1.001728527644376
-82.958,-82.852,-82.834,-82.936,-82.901,0.05700000000000216,0.9993129053255864,-82.958,-82.83775,-82.8055,-82.89325000000001,0.9992194845584514
-82.923,-82.986,-82.855,-82.932,-82.983,-0.060000000000002274,1.0007235628233422,-82.923,-83.001,-82.885,-82.977,1.000651206541008
-82.936,-82.885,-82.956,-82.837,-82.797,0.13900000000001,0.9983240088743126,-82.936,-82.85025,-82.8865,-82.73275,0.9975493151345615
-83.013,-82.891,-82.812,-82.867,-82.777,0.2360000000000042,0.9971570717839374,-83.013,-82.83200000000001,-82.69399999999999,-82.69,0.9961090431619143
-82.872,-82.903,-82.851,-82.892,-82.913,-0.04099999999999682,1.0004947388744088,-82.872,-82.91325,-82.8715,-82.92275,1.0006123901921034
-82.899,-82.845,-82.915,-82.832,-82.837,0.06199999999999761,0.9992521019553915,-82.899,-82.8295,-82.88400000000001,-82.7855,0.9986308640634989
-82.937,-82.938,-82.826,-82.956,-82.789,0.14799999999999613,0.9982155129797317,-82.937,-82.90100000000001,-82.752,-82.845,0.998890724284698
-82.831,-82.77,-82.842,-82.913,-82.932,-0.10099999999999909,1.0012193502432665,-82.831,-82.79525,-82.8925,-82.98875,1.0019044802066859
-82.913,-82.769,-82.924,-82.905,-82.876,0.03699999999999193,0.9995537491105135,-82.913,-82.75975000000001,-82.90550000000002,-82.87725,0.9995688251540773
-82.915,-82.873,-82.921,-82.908,-82.946,-0.0309999999999917,1.0003738768618464,-82.915,-82.88075,-82.9365,-82.93124999999999,1.000195983838871
-82.869,-82.922,-82.958,-82.794,-82.891,-0.02200000000000557,1.0002654792503831,-82.869,-82.9275,-82.969,-82.8105,0.999294066538754
-82.937,-82.898,-82.939,-82.826,-82.868,0.06900000000000261,0.9991680432135235,-82.937,-82.88074999999999,-82.90449999999998,-82.77425,0.9980376671449414
-82.856,-82.982,-82.971,-82.883,-82.888,-0.03200000000001069,1.000386212223617,-82.856,-82.99000000000001,-82.98700000000001,-82.90700000000001,1.0006155257313896
-82.84,-82.866,-82.943,-82.841,-82.838,0.0020000000000095497,0.9999758570738773,-82.84,-82.8655,-82.942,-82.83949999999999,0.9999939642684691
-82.921,-82.884,-82.759,-82.855,-82.843,0.07800000000000296,0.9990593456422378,-82.921,-82.86449999999999,-82.72,-82.79650000000001,0.9984985709289566
-82.839,-82.943,-82.778,-82.904,-82.895,-0.055999999999997385,1.000676010091865,-82.839,-82.957,-82.80600000000001,-82.946,1.0012916621398134
-82.845,-82.793,-82.912,-82.848,-82.859,-0.013999999999995794,1.0001689902830586,-82.845,-82.79650000000001,-82.91900000000001,-82.85849999999999,1.0001629549158066
-82.943,-82.849,-82.78,-82.869,-82.846,0.0969999999999942,0.9988305221658248,-82.943,-82.82475000000001,-82.73150000000001,-82.79625,0.9982307126580905
-82.833,-82.84,-82.883,-82.935,-82.976,-0.14300000000000068,1.0017263650960366,-82.833,-82.87575000000001,-82.9545,-83.04225,1.0025261671073122
-82.833,-82.843,-82.781,-82.818,-82.814,0.019000000000005457,0.9997706228194077,-82.833,-82.83825,-82.7715,-82.80375,0.9996468798667197
-82.906,-82.915,-82.771,-82.869,-82.839,0.06700000000000728,0.9991918558367306,-82.906,-82.89825,-82.7375,-82.81875,0.9989476033097724
-82.84,-82.835,-82.902,-82.818,-82.929,-0.08899999999999864,1.0010743602124577,-82.84,-82.85725,-82.9465,-82.88475,1.0005401979719941
-82.845,-82.801,-82.904,-82.813,-82.776,0.06900000000000261,0.9991671193192105,-82.845,-82.78375,-82.86949999999999,-82.76125,0.9989890759852738
-82.883,-82.854,-82.847,-82.886,-82.776,0.10699999999999932,0.9987090235633362,-82.883,-82.82724999999999,-82.7935,-82.80574999999999,0.9990679632735301
-82.828,-82.85,-82.892,-82.874,-82.836,-0.007999999999995566,1.0000965856956585,-82.828,-82.85199999999999,-82.89599999999999,-82.88,1.00062780702178
-82.872,-82.858,-82.769,-82.884,-82.792,0.0799999999999983,0.9990346558548122,-82.872,-82.83800000000001,-82.72900000000001,-82.824,0.9994207935128874
-82.783,-82.898,-82.743,-82.91,-82.841,-0.057999999999992724,1.0007006269403138,-82.783,-82.9125,-82.77199999999999,-82.95349999999999,1.002059601609026
-82.783,-82.854,-82.857,-82.849,-82.78,0.0030000000000001137,0.999963760675501,-82.783,-82.85325,-82.8555,-82.84675,1.0007700856456037
-82.916,-82.846,-82.784,-82.864,-82.773,0.14300000000000068,0.9982753630179941,-82.916,-82.81025,-82.7125,-82.75675000000001,0.9980793815427663
-82.757,-82.895,-82.812,-82.872,-82.859,-0.10199999999998965,1.0012325241369309,-82.757,-82.92049999999999,-82.863,-82.9485,1.002314003649238
-82.778,-82.825,-82.905,-82.839,-82.845,-0.06699999999999307,1.000809393800285,-82.778,-82.84175,-82.9385,-82.88924999999999,1.0013439561236075
-82.845,-82.916,-82.806,-82.887,-82.85,-0.0049999999999954525,1.000060353672521,-82.845,-82.91725,-82.8085,-82.89075,1.0005522361035668
-82.81,-82.783,-82.885,-82.802,-82.936,-0.12600000000000477,1.0015215553677093,-82.81,-82.81450000000001,-82.94800000000001,-82.8965,1.0010445598357687
-82.868,-82.739,-82.844,-82.761,-82.904,-0.036000000000001364,1.0004344258338562,-82.868,-82.748,-82.862,-82.788,0.9990346092580973
-82.856,-82.942,-82.796,-82.787,-82.825,0.0309999999999917,0.9996258569083712,-82.856,-82.93424999999999,-82.78050000000002,-82.76375000000002,0.9988866225741048
-82.814,-82.782,-82.901,-82.788,-82.937,-0.12300000000000466,1.0014852561161156,-82.814,-82.81275,-82.9625,-82.88025,1.0007999855096965
-82.871,-82.795,-82.869,-82.748,-82.784,0.08699999999998909,0.9989501755740852,-82.871,-82.77325,-82.8255,-82.68275000000001,0.9977283971473738
-82.78,-82.935,-82.795,-82.809,-82.795,-0.015000000000000568,1.0001812031891761,-82.78,-82.93875,-82.80250000000001,-82.82025,1.0004862285576226
-82.756,-82.804,-82.893,-82.712,-82.806,-0.04999999999999716,1.000604185799217,-82.756,-82.8165,-82.918,-82.7495,0.9999214558461018
-82.852,-82.779,-82.791,-82.724,-82.772,0.0799999999999983,0.9990344228262444,-82.852,-82.759,-82.751,-82.664,0.9977308936416743
