RAW:Pc,RAW:Pc + m,RAW:Ph,RAW:Ph + m,RAW:Pc',dMeasure,drMeasure,Pc,PcPlusM,HpPlusM,Ph,Yvalue
-82.844,-82.822,-82.817,-82.846,-82.809,4.2037309121267045e-14,1.0080916093642973,5.195172830110677e-12,5.2320660477699175e-12,5.248590376232272e-12,5.224308897249769e-12,1.0056082960263077
-82.751,-82.769,-82.853,-82.964,-82.763,-1.464525955171447e-14,0.9972407117415477,5.307622176426454e-12,5.282008133121959e-12,5.177095253302378e-12,5.04260600286789e-12,0.9500687568275639
-82.786,-82.755,-82.81,-82.874,-82.857,-8.537463771881343e-14,0.9837845549144195,5.265019693769142e-12,5.28139226686245e-12,5.193317046998088e-12,5.095378533614203e-12,0.9677795772814108
-82.902,-82.936,-82.79,-82.89,-82.831,8.449458433108238e-14,1.0164827197220954,5.126252569702831e-12,5.107400549147121e-12,5.302419956072604e-12,5.2038074540725764e-12,1.0151289627881603
-82.78,-82.854,-82.887,-82.864,-82.801,-2.543228645206307e-14,0.9951762431696434,5.272298614228222e-12,5.176866192557609e-12,5.1312724870616945e-12,5.152228964330577e-12,0.9772263184081388
-82.819,-82.839,-82.842,-82.835,-82.825,-7.213847773804261e-15,0.9986194028465237,5.225164890163819e-12,5.199353976280624e-12,5.193958922696711e-12,5.20053970218513e-12,0.995287194089311
-82.848,-82.883,-82.878,-82.891,-82.813,4.1998609153462743e-14,1.0080916093642973,5.190390101970815e-12,5.159228253693844e-12,5.175659012409113e-12,5.170751979699956e-12,0.9962164457998248
-82.693,-82.809,-82.87,-82.83,-82.828,-1.6463301902415807e-13,0.9693932693002544,5.378980873168736e-12,5.196051884475905e-12,5.0818471832086215e-12,5.088472346782692e-12,0.9459919019539279
-82.745,-82.839,-82.652,-82.831,-82.833,-1.0661192632440985e-13,0.9799411610955924,5.3149599950664826e-12,5.174504456642972e-12,5.376696167495173e-12,5.1307882092906054e-12,0.965348415426112
-82.813,-82.908,-82.672,-82.894,-82.92,-1.2733871137021366e-13,0.9756633693709555,5.232388711124278e-12,5.087340602154546e-12,5.341384181401595e-12,5.040200144955888e-12,0.9632694402539724
