RAW:Pc,RAW:Pc + m,RAW:Ph,RAW:Ph + m,RAW:Pc',dMeasure,drMeasure,Pc,PcPlusM,PhPlusM,Ph,Yvalue
-65677,-65557,-65593,-65609,-65573,6.557818686509601e-12,1.02423591412157,2.705826837648823e-10,2.798028635727283e-10,2.79146066850894e-10,2.797710592113495e-10,1.0339577363880803
-65653,-65553,-65569,-65591,-65526,8.073928216510955e-12,1.0296746007038349,2.720821182091784e-10,2.8043820694248424e-10,2.8143283998124447e-10,2.820496744478102e-10,1.0366343672426448
-65645,-65553,-65506,-65602,-65545,6.3492917411449565e-12,1.0232929922807537,2.7258377389285335e-10,2.800070478236427e-10,2.84623833851787e-10,2.800580314213726e-10,1.0274200383308847
-65601,-65535,-65563,-65.51,-65619,-1.1389076357100962e-12,0.9958639240535907,2.753594591750261e-10,2.792913458491557e-10,2.7720992347271573e-10,2.803359023131114e-10,1.0180725338181396
-65577,-65581,-65497,-65558,-65617,-2.538500276722222e-12,0.9908319448927665,2.7688536412912393e-10,2.7599583562056954e-10,2.807637972417928e-10,2.7619549157508786e-10,0.9975084542434884
-65495,-65519,-65508,-65617,-65607,-7.1836596195735755e-12,0.9745407417663072,2.821629583090804e-10,2.788120538246513e-10,2.777277758702095e-10,2.689591191377215e-10,0.9532049165826528
-65531,-65475,-65556,-65659,-65539,-5.149982308048812e-13,0.9981596274917245,2.798336904562017e-10,2.833366137912659e-10,2.7796996665210977e-10,2.7132023373816334e-10,0.9695767271476169
-65556,-65481,-65526,-65532,-65529,1.7351225430725068e-12,1.0062363452806,2.782274657675122e-10,2.8350779251098654e-10,2.810236076972256e-10,2.810706056927698e-10,1.0102187608164945
-65535,-65453,-65509,-65459,-65482,3.4327664207114156e-12,1.0122784699951122,2.7957607275808326e-10,2.857631449961684e-10,2.8297122011437805e-10,2.8708618923886115e-10,1.0268625151168655
-65512,-65461,-65454,-65448,-65461,3.320002113858189e-12,1.011812405855588,2.8106062003344005e-10,2.8521062267576277e-10,2.8649936021016605e-10,2.8772315281529504e-10,1.0237049672097867
-65503,-65462,-65405,-65444,-65399,6.825891880381461e-12,1.024235914121568,2.8164367335775465e-10,2.860216215974707e-10,2.914842509176951e-10,2.9061540060032665e-10,1.0318548864798243
-65507,-65486,-65462,-65416,-65407,6.554284409550263e-12,1.0232929922807579,2.8138438937124795e-10,2.843868695093479e-10,2.875922908321504e-10,2.9225830197464986e-10,1.0386443349885173
-65396,-65523,-65448,-65489,-65392,2.6599636108148037e-13,1.000921458319298,2.8866890179482725e-10,2.8041613731336345e-10,2.8536614941044215e-10,2.827525475167665e-10,0.9795047050746539
-65401,-65506,-65418,-65374,-65369,2.1323900601645876e-12,1.0073954848112503,2.8833675067802626e-10,2.8198228549625567e-10,2.882764880098654e-10,2.9173421075746363e-10,1.011782958889036
-65456,-65419,-65384,-65377,-65439,1.1166443873458234e-12,1.0039220659070287,2.847082159799285e-10,2.87423329075917e-10,2.9002594861127576e-10,2.9077205260758385e-10,1.021298425150059
-65432,-65355,-65294,-65369,-65346,5.7256030522036955e-12,1.0199995965937212,2.8628592708721186e-10,2.9283841424013086e-10,2.9839173059097706e-10,2.9476334302734364e-10,1.0296117103148745
-65346,-65389,-65307,-65.38,-65307,2.634096947088618e-12,1.0090205237643561,2.9201153013941555e-10,2.897930805010106e-10,2.959626755600485e-10,2.917099314804492e-10,0.9989671686634348
-65.36,-65374,-65403,-65339,-65348,8.053730130537433e-13,1.0027669229965868,2.910717118066608e-10,2.903362614656036e-10,2.886066837737268e-10,2.9308660639324646e-10,1.0069223304940194
-65353,-65292,-65333,-65327,-65279,5.010172307186329e-12,1.0171851236832141,2.915412422710759e-10,2.969175995850906e-10,2.95392021656495e-10,2.9704948263123396e-10,1.0188935202349054
-65191,-65263,-65308,-65149,-65188,2.0911585024274868e-13,1.0006910141682575,3.0262165357633476e-10,2.976982443262876e-10,2.9468234815906657e-10,3.057192984664509e-10,1.010236031868535
-65182,-65253,-65243,-65119,-65137,3.1584946476417215e-12,1.0104155005282138,3.032494347329631e-10,2.991217338387279e-10,3.005990840408782e-10,3.100493903617064e-10,1.022423638265744
-65238,-65.1,-65222,-65155,-65158,5.5655977643939055e-12,1.0185913880541149,2.993642942739858e-10,3.1042094269245764e-10,3.032520260862915e-10,3.0931480123739945e-10,1.0332387901755133
-65155,-65084,-65239,-65189,-65145,7.034217369511168e-13,1.0023052380779005,3.05140602914104e-10,3.1034600538200675e-10,2.996470819017097e-10,3.032886143950268e-10,0.9939307043985931
-65188,-65144,-65103,-65199,-65137,3.577159954027335e-12,1.01181240585559,3.028307694265775e-10,3.0680874593714765e-10,3.1060472689546555e-10,3.0474758697020453e-10,1.0063296657313145
-65182,-65109,-65088,-65166,-65157,1.750678091955146e-12,1.005773063001739,3.032494347329631e-10,3.0882746574805757e-10,3.107599432471843e-10,3.056817160170878e-10,1.0080207281714029
-65114,-65105,-65084,-65092,-65102,8.523089970185412e-13,1.002766922996587,3.0803495365425673e-10,3.088870418176403e-10,3.105963044462783e-10,3.102385530786813e-10,1.0071537317381778
-65117,-65083,-65.11,-65083,-65003,8.187154922531995e-12,1.026597021751554,3.0782224412226283e-10,3.1228836621784175e-10,3.124123724862013e-10,3.163819436791077e-10,1.0278072807286958
-65025,-65062,-65066,-65075,-65018,5.071819343490741e-13,1.0016131092283094,3.1441264202587924e-10,3.1187215678671396e-10,3.117119563683874e-10,3.111939767247092e-10,0.9897629265781713
-65028,-64996,-65.01,-65092,-65038,-7.226296627062014e-13,0.9977000638225545,3.141955284641068e-10,3.163384993069505e-10,3.1513914750610934e-10,3.0905734908388775e-10,0.9836465547255361
-64977,-64968,-64913,-65061,-64965,8.7962400525357e-13,1.0027669229965868,3.179069335643364e-10,3.187863296586244e-10,3.230662847101941e-10,3.124768695940858e-10,0.9829193282783443
-64979,-64926,-64933,-65022,-64958,1.5402293913373109e-12,1.0048471382465793,3.1776056571612906e-10,3.2204723663573806e-10,3.219142534097952e-10,3.15785077659702e-10,0.9937830924615364
-64925,-64954,-64879,-64961,-64948,-1.6993938109080665e-12,0.9947180530834234,3.217362532695601e-10,3.1917016902874963e-10,3.243124632150281e-10,3.1780576073696105e-10,0.9877834950439794
-64946,-65053,-64974,-64.87,-64942,2.950364646629112e-13,1.0009214583192978,3.2018427582027773e-10,3.124658284825772e-10,3.182741299919481e-10,3.260579783505059e-10,1.0183447563600068
-64917,-65036,-64902,-64858,-64887,2.234281074750539e-12,1.0069316688518042,3.22329459545515e-10,3.14175861919986e-10,3.245618113888223e-10,3.28413976869206e-10,1.0188767025275014
-64845,-64896,-64.94,-64844,-64922,-5.759199226160121e-12,0.9824263447582706,3.2771777680517217e-10,3.2245203519033723e-10,3.1774733283746665e-10,3.234738458806087e-10,0.987050043589529
-64864,-64861,-64883,-64821,-64928,-4.773089659815395e-12,0.98537150685862,3.262871721430846e-10,3.253193687870029e-10,3.224762677492941e-10,3.259540082287346e-10,0.9989789242642862
-64853,-64867,-64863,-64809,-64837,1.2073575909320209e-12,1.0036909309200945,3.271146540182667e-10,3.263636981766724e-10,3.269659899867829e-10,3.313511383866513e-10,1.012951068734903
-64915,-64869,-64879,-64765,-64.77,1.0948480831597964e-11,1.0339511009823734,3.2247793193163743e-10,3.2864885652138374e-10,3.3063640053628114e-10,3.420218657896881e-10,1.0606054924161255
-64838,-64852,-64864,-64784,-64814,1.818978153290802e-12,1.0055415018560447,3.2824642137521755e-10,3.276447281615013e-10,3.2719666121973e-10,3.337175371924452e-10,1.0166677089556861
-64827,-64747,-64708,-64817,-64771,4.270775320583065e-12,1.0129779687601004,3.2907887201217386e-10,3.362645988523083e-10,3.4035594432994584e-10,3.330405586490061e-10,1.0120387146479757
-64773,-64615,-64712,-64757,-64699,5.7260173834469244e-12,1.0171851236832141,3.331961694893085e-10,3.469728339237109e-10,3.4077219612944607e-10,3.3872048657131884e-10,1.016579773682505
-64.75,-64648,-64843,-64707,-64693,4.425309616601629e-12,1.013211242412733,3.349654391578279e-10,3.440320007017109e-10,3.30081385982849e-10,3.4161742601004213e-10,1.019858725929871
-64715,-64804,-64768,-64759,-64764,-3.788471916908923e-12,0.98878074362693,3.37675848642032e-10,3.298791608764703e-10,3.3168576070359373e-10,3.314306462001843e-10,0.9815053328007826
-64776,-64765,-64757,-64712,-64796,-1.529840197622035e-12,0.9954054173515254,3.329660852068807e-10,3.334280451165841e-10,3.3366105343492264e-10,3.3676180728950613e-10,1.0113997258317378
-64768,-64726,-64847,-64661,-64.84,-5.4847035489291495e-12,0.9835580562269574,3.335799966620482e-10,3.354504748733989e-10,3.248245401623832e-10,3.3778718024037277e-10,1.0126122178200838
-64835,-64761,-64778,-64669,-64751,6.41507509115349e-12,1.0195299775626003,3.2847324430306826e-10,3.357218664058315e-10,3.3602032150522906e-10,3.4608278955705184e-10,1.053610288080986
-64851,-64702,-64742,-64774,-64731,9.168763067858869e-12,1.0280162981264747,3.2726533057537135e-10,3.409803393304412e-10,3.401674184872091e-10,3.399960293690941e-10,1.038900236610278
-64757,-64632,-64.75,-64697,-64.68,5.982216167266519e-12,1.0178880130154218,3.3442597353373366e-10,3.4568694231024534e-10,3.379565472414612e-10,3.435649643773761e-10,1.0273273954982465
-64695,-64639,-64748,-64721,-64707,-9.360457438530325e-13,0.9972407117415498,3.392344895414439e-10,3.434030527130982e-10,3.346517090957812e-10,3.3650762001871e-10,0.9919616972719374
-64.64,-64711,-64752,-64739,-64685,-3.54144209580371e-12,0.9896918638691025,3.435579478998743e-10,3.371016423380382e-10,3.3304049633815267e-10,3.331588480145891e-10,0.9697311619514158
-64656,-64715,-64.69,-64719,-64635,1.6591490645981696e-12,1.0048471382465791,3.422945623160411e-10,3.3809063590818155e-10,3.4045484712270796e-10,3.386093426722161e-10,0.9892337768415309
-64584,-64692,-64.55,-64766,-64595,-8.803563273063468e-13,0.99747036133962,3.480166322150038e-10,3.392488162982527e-10,3.503116957889148e-10,3.330733840596686e-10,0.9570616839194532
-64603,-64707,-64611,-64646,-64601,1.596047044099815e-13,1.0004606230728392,3.464974158289293e-10,3.383383449736934e-10,3.4593953386285345e-10,3.432033363032578e-10,0.9904932060812314
-64668,-64626,-64625,-64649,-64647,1.6545709940658815e-12,1.0048471382465811,3.4135007294931037e-10,3.450808776203057e-10,3.4557389207018206e-10,3.4408764907886255e-10,1.0080198492588537
-64654,-64633,-64565,-64627,-64603,4.04518473977731e-12,1.01181240585559,3.4245223108915197e-10,3.451234405810356e-10,3.515651019684883e-10,3.476217699991681e-10,1.0150956496722905
-64636,-64555,-64565,-64682,-64674,-2.9957162188691707e-12,0.9912883449478903,3.438745222291275e-10,3.4959935924685314e-10,3.4804465148916504e-10,3.380046748628714e-10,0.9829302638409921
-64644,-64569,-64603,-64622,-64608,2.8570604732321606e-12,1.0083237577615505,3.432416650121199e-10,3.4993498238171484e-10,3.4792594606554536e-10,3.471276267176746e-10,1.0113213578119005
-64589,-64694,-64661,-64578,-64591,-1.600463183370111e-13,0.9995395890030888,3.4761619381538125e-10,3.3927259858334733e-10,3.418206847429011e-10,3.483777325016954e-10,1.002190745712838
-64587,-64666,-64.68,-64508,-64647,-4.7716699113689104e-12,0.9862794856312098,3.4777631385474516e-10,3.4031438919098536e-10,3.380223547453157e-10,3.5058164799293584e-10,1.0080664899431948
-64.66,-64.6,-64643,-64497,-64647,1.0252014296668304e-12,1.0029978451983286,3.419794425137094e-10,3.469931508099491e-10,3.438333091409291e-10,3.55827471384874e-10,1.040493746552059
-64598,-64577,-64615,-64533,-64602,-3.1935645250607325e-13,0.99907938998446,3.468965654460544e-10,3.4849818194290844e-10,3.453816513515961e-10,3.518880285798427e-10,1.0143889090610338
-64575,-64551,-64604,-64544,-64638,-5.022385517683774e-12,0.9855984231565945,3.4873858413521806e-10,3.4941552326705676e-10,3.43906448276407e-10,3.474700013274182e-10,0.9963623674995824
-64653,-64606,-64588,-64644,-64569,6.689624555087868e-12,1.0195299775626046,3.4253109270831894e-10,3.4793055268256423e-10,3.510410568953575e-10,3.482588834284358e-10,1.0167219585084335
-64.66,-64655,-64567,-64626,-64.51,1.2017898569724876e-11,1.035142166679341,3.419794425137094e-10,3.453778622688833e-10,3.55390525668155e-10,3.5368065879908286e-10,1.0342161394245337
-64584,-64594,-64603,-64607,-64.55,2.735241737564144e-12,1.0078595144150304,3.480166322150038e-10,3.479000266066109e-10,3.4786503669771135e-10,3.482298581407315e-10,1.0006126888946962
-64555,-64654,-64592,-64617,-64573,-1.4490671281090189e-12,0.9958639240535929,3.5034828830157044e-10,3.4208996430712473e-10,3.466516184085982e-10,3.4429543820374105e-10,0.9827233347501922
-64552,-64.57,-64559,-64605,-64544,6.464065330686863e-13,1.0018437657240278,3.505903839326123e-10,3.493019171118541e-10,3.503489574249685e-10,3.4682268950808054e-10,0.9892532864641946
-64514,-64578,-64555,-64534,-64603,-7.174031756830446e-12,0.979715547280387,3.536714475857597e-10,3.4670425930124053e-10,3.467612724231552e-10,3.4666595107179845e-10,0.9801920778118156
-64505,-64577,-64534,-64479,-64517,-9.77905914718867e-13,0.9972407117415498,3.544051302809929e-10,3.4833354457735527e-10,3.515575219320618e-10,3.5579978934688936e-10,1.0039352112786593
-64464,-64557,-64606,-64551,-64503,-3.198392474978121e-12,0.9910601186478295,3.5776676993611103e-10,3.493873859781429e-10,3.4465895030630323e-10,3.4827232529024413e-10,0.9734619158521559
-64.44,-64.53,-64591,-64437,-64.48,-3.2982017294984594e-12,0.9908319448927665,3.5974933515574235e-10,3.5154632061011233e-10,3.45807046632295e-10,3.57524275746233e-10,0.9938149728378343
-64558,-64.52,-64482,-64406,-64547,8.878886204939802e-13,1.0025360539605257,3.5010635984651877e-10,3.534051419470805e-10,3.567309637148e-10,3.632427067065662e-10,1.0375210175153806
-64461,-64503,-64401,-64439,-64.49,-2.382673274083796e-12,0.9933447481708251,3.580139918430693e-10,3.5397270914261193e-10,3.6180312594568493e-10,3.580451750833181e-10,1.0000871006188565
-64392,-64.4,-64455,-64462,-64392,0.0,1.0,3.637474856426328e-10,3.63078054770101e-10,3.5850894827655494e-10,3.5793156556503877e-10,0.9840111057611325
-64373,-64423,-64379,-64445,-64.42,-3.932472243842077e-12,0.9892361988514237,3.6534233488345523e-10,3.601771776972709e-10,3.6287170817394976e-10,3.5638604257250853e-10,0.9754852053655272
-64388,-64425,-64341,-64513,-64402,-1.1717741484526156e-12,0.9967815711512965,3.6408266378940037e-10,3.6070107004930355e-10,3.6745833149776766e-10,3.528740622110917e-10,0.9692141299405781
-64464,-64.37,-64351,-64434,-64427,3.0610380366306903e-12,1.008555959619104,3.5776676993611103e-10,3.6636005112228234e-10,3.687282593771144e-10,3.6254246923896087e-10,1.0133486385661326
-64.46,-64359,-64426,-64408,-64.43,2.4822059190057002e-12,1.0069316688518022,3.580964371026363e-10,3.67142511212094e-10,3.6215200417151753e-10,3.6427151033899824e-10,1.017244162735392
-64474,-64417,-64417,-64387,-64389,7.054911110034191e-12,1.0197647600447186,3.5694392919884646e-10,3.634233297527544e-10,3.6518705753026295e-10,3.6945768990573923e-10,1.0350580572556023
-64411,-64406,-64336,-64409,-64377,2.8463985848432114e-12,1.0078595144150324,3.6215959848601897e-10,3.632883898874065e-10,3.6989138844028963e-10,3.644612164917643e-10,1.0063552588841136
-64375,-64423,-64333,-64339,-64274,8.592051062733114e-12,1.0235286413287903,3.651741272548377e-10,3.633083085239147e-10,3.730188314184887e-10,3.746577865279432e-10,1.0259702387581453
-64442,-64284,-64422,-64321,-64273,1.426854846402362e-11,1.0396807429275223,3.5958370260570517e-10,3.7647367707815783e-10,3.6837773979647354e-10,3.8044444484611487e-10,1.058013592076736
-64428,-64282,-64524,-64.39,-64401,2.2497287185352632e-12,1.0062363452806,3.6074473386419157e-10,3.736407414981065e-10,3.539828901877946e-10,3.656023326661085e-10,1.0134654739097195
-64417,-64384,-64.41,-64365,-64412,4.1661578142708257e-13,1.0011519555381683,3.6165960197524583e-10,3.64522304734218e-10,3.624513063074123e-10,3.6632840239411993e-10,1.0129093777501688
-64449,-64403,-64364,-64358,-64407,3.4887244707577593e-12,1.009717771242342,3.590045889901997e-10,3.6369951705802387e-10,3.6784459078192113e-10,3.692229076025397e-10,1.028462919209701
-64482,-64415,-64385,-64451,-64445,3.0483773508370685e-12,1.0085559596191063,3.5628701940455303e-10,3.625882850701388e-10,3.6585843874391507e-10,3.611255823426149e-10,1.0135805198464665
-64471,-64553,-64521,-64517,-64558,-7.0842226646775794e-12,0.9801668268662835,3.5719058251119635e-10,3.4873861114052396e-10,3.495597443914198e-10,3.4811405736776585e-10,0.974589125279791
-64449,-64417,-64553,-64611,-64505,-4.599458709206821e-12,0.9871883010683956,3.590045889901997e-10,3.605097372979441e-10,3.4820993745208997e-10,3.4241013747874337e-10,0.9537764919436467
-64.5,-64429,-64.55,-64593,-64453,3.860696536375098e-12,1.0108809212209113,3.5481338923357533e-10,3.616268530160535e-10,3.526822222207555e-10,3.501916972680722e-10,0.9869743022508638
-64661,-64533,-64599,-64596,-64543,9.416967135217268e-12,1.0275429881178093,3.419007079020696e-10,3.5448178770302657e-10,3.5152518232296724e-10,3.541190793594005e-10,1.0357366076610481
-64692,-64.67,-64666,-64622,-64636,4.405616849048208e-12,1.0129779687601006,3.394689053800793e-10,3.422943158341901e-10,3.437101150933517e-10,3.4828904399953666e-10,1.0259821694407683
-64693,-64818,-64709,-64754,-64729,-2.801685825177481e-12,0.9917449552314122,3.3939074877442954e-10,3.2906111655962475e-10,3.367418445612384e-10,3.3255580225079633e-10,0.9798611289544137
-64.79,-64.82,-64811,-64852,-64897,-8.077192821284954e-12,0.9756633693709554,3.3189445755260965e-10,3.2759041397213704e-10,3.262548829853909e-10,3.2113208900721484e-10,0.9675729187382142
-64.8,-64843,-64906,-64.95,-64947,-1.1020562329094459e-11,0.9667184338344535,3.3113112148259143e-10,3.2511359059227455e-10,3.1763662328344085e-10,3.1162408922231894e-10,0.9410897043656525
-64.88,-65008,-65.0,-65009,-65053,-1.2695228019023219e-11,0.9609482495282757,3.2508729738543473e-10,3.124719821251513e-10,3.098801520073263e-10,3.060516963537351e-10,0.9414446482997139
-65142,-65209,-65149,-65169,-65124,1.2711257150631395e-12,1.00415325412088,3.0605536720536645e-10,3.016877688628803e-10,3.0619802443630043e-10,3.051118738810719e-10,0.9969172462717784
-65.26,-65192,-65249,-65166,-65218,2.8944541302750285e-12,1.009717771242342,2.978516429429185e-10,3.0327559391979966e-10,3.000542378467904e-10,3.065395480458277e-10,1.0291685653201994
-65412,-65419,-65345,-65329,-65475,-4.141999537335151e-12,0.9855984231565985,2.8760736288630223e-10,2.861086680947468e-10,2.900077762520476e-10,2.9005031895323264e-10,1.00849406650238
-65595,-65601,-65.51,-65636,-65601,-3.806860596100452e-13,0.9986194028465238,2.7574014523463614e-10,2.7526428766012357e-10,2.8099974001008896e-10,2.728637276642113e-10,0.9895683758054991
-65858,-65804,-65757,-65735,-65809,2.9448560618266877e-12,1.0113465562971227,2.595374300988088e-10,2.6352086809930603e-10,2.6711642123391347e-10,2.6920171875932883e-10,1.0372365891765236
-66078,-66063,-65948,-65939,-66019,3.374590192851509e-12,1.0136779508886484,2.467175251851601e-10,2.4841477815264184e-10,2.5590160871692e-10,2.572726175889183e-10,1.0427820942020098
-66226,-66205,-66203,-66188,-66207,1.045489404923456e-12,1.0043844955739178,2.38451467745295e-10,2.398686473257875e-10,2.4024038831629177e-10,2.41331147552502e-10,1.0120765866297077
-66413,-66421,-66365,-66403,-66449,-1.885469158587165e-12,0.9917449552314119,2.284020512840467e-10,2.2751033913838204e-10,2.2999771131263354e-10,2.2751447052079594e-10,0.9961139545014552
-66.68,-66696,-66622,-66612,-66698,-8.883589961011867e-13,0.9958639240535927,2.1478304741305289e-10,2.1377112349656904e-10,2.172265335845377e-10,2.1750622665175454e-10,1.0126787438370992
-66892,-66897,-66897,-66889,-66.94,-2.248325243108435e-12,0.9890084450210647,2.0455024311093562e-10,2.037528001409396e-10,2.0319071883016248e-10,2.0300534629471486e-10,0.9924473479340579
-67318,-67232,-67179,-67296,-67106,9.276724700710605e-12,1.050025872110885,1.8543854028467965e-10,1.91466417458479e-10,1.9610803729901952e-10,1.933378407601527e-10,1.0425979435738992
-67498,-67572,-67501,-67447,-67549,-2.077008913040421e-12,0.9883254980990264,1.7790985265651418e-10,1.7438485176837025e-10,1.7674849486453077e-10,1.784536393570208e-10,1.0030565294298597
-67725,-67868,-67837,-67702,-67872,-5.619578666776286e-12,0.9667184338344517,1.6884958594867566e-10,1.6197552226337426e-10,1.617410114039674e-10,1.6553149224078926e-10,0.9803488193989709
-68037,-68128,-68138,-68.11,-68.22,-6.4840881093908565e-12,0.9587381298845348,1.5714479472806504e-10,1.5226529295464768e-10,1.502903422242588e-10,1.4966237787179827e-10,0.9523852071001467
-68.52,-68558,-68488,-68443,-68586,-2.120624640793336e-12,0.9849178309808154,1.4060475241299157e-10,1.38849696151084e-10,1.4058428040345477e-10,1.415294235735903e-10,1.0065763862510333
-68807,-68924,-68736,-68791,-68719,2.694050860917553e-12,1.020469431942201,1.316133671185729e-10,1.2878851834306904e-10,1.3512973879092836e-10,1.3411968111045732e-10,1.0190430048767496
-69145,-69173,-69092,-69173,-69134,3.0878663154844965e-13,1.0025360539605213,1.2175869928452576e-10,1.210534137329141e-10,1.2340810313610865e-10,1.2120780704868834e-10,0.995475541057234
-69543,-69559,-69506,-69605,-69493,1.2864357232226274e-12,1.0115794542599021,1.1109640353927068e-10,1.110094712166862e-10,1.1269015774339214e-10,1.1048648232909043e-10,0.9945099824049242
-69.87,-69907,-69854,-69939,-69802,1.62603181105783e-12,1.0157808007968987,1.030386120441616e-10,1.0257100468835028e-10,1.0423193634884814e-10,1.0263401129241939e-10,0.9960733093767917
-70352,-70.17,-70241,-70226,-70158,4.212632038626089e-12,1.045682885358138,9.22146665124263e-11,9.72143858480229e-11,9.67082467483044e-11,9.808871316737759e-11,1.0636997006778715
-70.62,-70541,-70632,-70604,-70.69,-1.3861761740626701e-12,0.9840111057611344,8.669618757582162e-11,8.79411146730145e-11,8.576387971635991e-11,8.597654508465289e-11,0.9916992602409495
-70934,-70931,-71064,-70936,-70982,-8.864599856617497e-13,0.9890084450210647,8.06491881595098e-11,8.04833028947712e-11,7.782761096623048e-11,7.994721139714272e-11,0.9912959227688852
-71274,-71355,-71327,-71353,-71361,-1.4790818338388708e-12,0.9801668268662819,7.457615702069885e-11,7.2828361861521e-11,7.293204178606838e-11,7.21225376932372e-11,0.9670991450152004
-71.7,-71811,-71.74,-71724,-71633,1.0511018444668339e-12,1.0155469355496998,6.760829753919818e-11,6.616498869300223e-11,6.751401186388614e-11,6.802403710678193e-11,1.0061492388170656
-72104,-72123,-72.07,-72113,-72119,-2.1240129663026503e-13,0.9965520801347684,6.160273583272378e-11,6.128071765510465e-11,6.198070277469138e-11,6.131590605945846e-11,0.9953438793036047
-72364,-72531,-72333,-72418,-72327,4.96442239620975e-13,1.0085559596191083,5.8022975998187294e-11,5.595827226249781e-11,5.868684761537655e-11,5.7678319085088936e-11,0.9940599924914377
-72.86,-72.87,-72809,-72.77,-72841,2.269444863715847e-13,1.0043844955739158,5.176068319505682e-11,5.169837304879989e-11,5.248557363550512e-11,5.301473354229682e-11,1.0242278553881177
-73146,-73212,-73228,-73221,-73.21,-7.089238582491241e-13,0.9853715068586201,4.846185122401824e-11,4.755371042831284e-11,4.720095570239637e-11,4.7100436820871406e-11,0.9719075031439967
-73563,-73687,-73561,-73.52,-73526,3.7667667329819026e-13,1.0085559596191063,4.40250644073913e-11,4.288000298469845e-11,4.423368170448968e-11,4.474563425188457e-11,1.0163672638346508
-73838,-73976,-73723,-73839,-73921,-7.822586793256008e-13,0.9810700097431934,4.13237761199758e-11,3.9835763547970984e-11,4.204150550309557e-11,4.0727568054781706e-11,0.98557227530555
-74258,-74249,-74153,-74336,-74236,1.9051923713823555e-13,1.0050785394907356,3.7514572346201024e-11,3.764002521057638e-11,3.852788033766424e-11,3.698970834264048e-11,0.9860090633923034
-74.61,-74569,-74594,-74592,-74602,6.378311674265958e-14,1.0018437657240258,3.459393778261217e-11,3.493801750552635e-11,3.475351317559331e-11,3.478545253482227e-11,1.0055360784138994
-74998,-75025,-75014,-74954,-74882,8.564195796623351e-13,1.027069896026281,3.1637342782213766e-11,3.1655369097503513e-11,3.1949210735023994e-11,3.260181643289441e-11,1.030485292564547
-75269,-75343,-75312,-75253,-75238,2.1292580827830804e-13,1.0071635501321365,2.972350361912027e-11,2.927456287647328e-11,2.9537122801129285e-11,2.999290537389047e-11,1.009063593519201
-75737,-75638,-75668,-75574,-75602,8.425912451172775e-13,1.0315730794395104,2.6687015016434104e-11,2.7512995940679994e-11,2.75356957094417e-11,2.833961301771004e-11,1.0619251722329475
-75944,-75912,-75982,-75893,-75951,-4.097922829954233e-14,0.9983894887023294,2.544485615146634e-11,2.5622788391584066e-11,2.5202699727674496e-11,2.5714686698039907e-11,1.0106045223823368
-76225,-76223,-76166,-76.16,-76209,8.803105709080121e-14,1.0036909309200945,2.3850637954651077e-11,2.3883631873067625e-11,2.422088133780313e-11,2.4276313760179904e-11,1.017847564762762
-76.61,-76528,-76539,-76491,-76528,4.16040866421032e-13,1.019060574749248,2.1827299118430035e-11,2.2347350201456324e-11,2.2395092805299968e-11,2.274568375337132e-11,1.0420750469381639
-76729,-76766,-76733,-76837,-76939,-1.0024836370339993e-12,0.9527961640236542,2.123733413395366e-11,2.0806548929859012e-11,2.071654101292961e-11,1.9963855730158056e-11,0.940035863458041
-77126,-77116,-77.12,-77249,-77043,3.739817335765105e-13,1.0192952491349274,1.9382062960749524e-11,1.9520238663709034e-11,1.9595849642716008e-11,1.912131495677839e-11,0.9865469426810152
-77384,-77344,-77412,-77524,-77472,-3.663580936538887e-13,0.9799411610955964,1.8264172487743524e-11,1.8341579271644115e-11,1.7963618747142296e-11,1.7410025212577597e-11,0.953233727082948
-77561,-77614,-77591,-77707,-77.7,-5.523304996108198e-13,0.9685008361475433,1.7534767024228245e-11,1.7183995779385543e-11,1.7137893287277905e-11,1.654083824402444e-11,0.9433166817197818
-77.85,-77948,-77862,-77869,-77952,-3.808253431812104e-13,0.9767872901926903,1.6405897731995422e-11,1.5944632489288897e-11,1.6170216459423585e-11,1.6048661145575718e-11,0.9782251119533064
-78162,-78115,-78.17,-78258,-78189,-9.463028591547347e-14,0.9938023056811203,1.526862750026349e-11,1.5411106661766462e-11,1.519321239501517e-11,1.4863847536833977e-11,0.9734894335838287
-78331,-78329,-78331,-78398,-78285,1.563779625816827e-13,1.0106481840827939,1.4685880838064047e-11,1.473173998426848e-11,1.476406981935489e-11,1.4578339208483623e-11,0.9926772094390356
-78552,-78619,-78503,-78544,-78548,1.2861028344596354e-14,1.0009214583192978,1.3957254577067645e-11,1.374679922005959e-11,1.4122051866051919e-11,1.399263425591682e-11,1.0025348594635013
-78809,-78725,-78652,-78808,-78.87,-1.8348437786155746e-13,0.9860524125308544,1.3155277087701103e-11,1.3366328259588333e-11,1.3547806486135611e-11,1.3020693267562998e-11,0.9897695944189631
-79014,-78979,-78906,-78.98,-78946,1.980291109483247e-13,1.0157808007969005,1.254873649930482e-11,1.269978325080975e-11,1.2963724535765139e-11,1.279588530792274e-11,1.0196951150127036
-79176,-79261,-79197,-79.13,-79118,1.625350052850627e-13,1.0134445697847936,1.2089267852132994e-11,1.189559121386673e-11,1.2112219666399789e-11,1.2339897855612532e-11,1.0207316114213911
-79354,-79368,-79338,-79452,-79369,-4.0008950900408057e-14,0.9965520801347681,1.1603793726139096e-11,1.155644550393136e-11,1.1626618051743122e-11,1.1314875728936351e-11,0.9751014190684967
